busstop,trips
"TOLLGATE DODDABALLAPURA,DODDABALLAPURA,IN FRONT OF MEHER MEDICALS","12"
"Thara Hunise,THARAHUNISE,IN FRONT OF ESHWARA TEMPLE","12"
"Vabasandra,HULIMANGALA POST & JIGANI HUBLI,OPPOSITE OF BASAVESHWARA TEMPLE","12"
"Vaddarapalya,VADERAHALLI,IN FRONT OF GOVT.HIGHER PRIMARY SCHOOL","12"
"Vajramuneshwara Gate,TALAGUTA PURA,OPPOSITE OF ANJANEYA TEMPLE","12"
"Vajramuneshwara Temple,TALAGUTA PURA,IN FRONT OF VAJRAMUNESHWARA TEMPLE","12"
"Varadenhalli Hand Post,OPPOSITE OF GANGADHARESHWARA TRADERS","12"
"Varahasandra,VARAHASANDRA,BESIDE GOVT. MIDDLE SCHOOL","12"
"Veerasagara,VEERASAGARA,BESIDE JAI MARUTHI PROVISION STORE","12"
"Venkatapura Gate,VENKATAPURA,BESIDE OPEN AREA","12"
"Vidhyanikethana School Cross,TALAGUTA PURA,BESIDE OPEN AREA","12"
"Vidyapeeta Circle,VINAYAKANAGARA,IN FRONT OF PREM AUTOMOBILES","12"
"Vinayaka Nagara,VINAYAKA NAGARA,BESIDE GOLDEN CHICKEN CENTER","12"
"Virata Nagara Cross","12"
"Vivekanada Nagara,VIVEKANANDA NAGARA,IN FRONT OF VENKATESHWARA HINDU MILTRY HOTEL,VIVEKANANDA NAGARA","12"
"Weavers Colony,WEAVERS COLONY,IN FRONT OF GANAPATHI TEMPLE","12"
"Yelahanka,YELAHANKA,OPPOSITE OF B.D.K.KALYANA MANTAPA","12"
"Adigara Kallahalli,ANEKAL TALUK,IN FRONT OF JAMIA MASJID","14"
"Allalasandra","14"
"Allalasandra Cross,ARALALSANDRA,IN FRONT OF DOOR NO-124","14"
"Amrita Nagara,CHOODASANDRA,OPPOSITE OF S.M.J.SKY SHOPPY","14"
"Amruthanandamayi College,KASAVANAHALLI,OPPOSITE OF AMRITA COLLEGE","14"
"Anchipura Colony,ANCHIPURA COLONY,IN FRONT OF GOVERNMENT MIDDLE SCHOOL","14"
"Aradeshanahalli Cross,BESIDE GREEN HOUSE DHABA","14"
"Aradeshanahalli,OPPOSITE OF MALIGESWARA AGENCY","14"
"Attibele,ANEKAL TALUKU,BESIDE PANCHAYAT COMPLEX","14"
"BEML Layout 5th Stage,B.E.M.L. GATE LAYOUT,BESIDE SHRI CONDIMENTS & SWEETS","14"
"BGS College,B.G.S.INTERNATIONAL SCHOOL,OPPOSITE OF B.G.S.INTERNATIONAL SCHOOL","14"
"BNagasandra,B.NAGASANDRA,BACK SIDE OF SHRI CHOUDESHWARI DEVI TEMPLE","14"
"Banashankari 3rd Stage 3rd Phase,BANASHANKARI 3RD STAGE,OPPOSITE OF PAI INTERNATIONAL ELECTRONICS SHOP","14"
"Bandapura Village,ANEKAL TALUK,OPPOSITE OF MILK PRODUCT CO-OPERATIVE SOCIETY","14"
"Bannigiri,BANIGIRI,BESIDE NISARGA FURNITURE WORKS","14"
"Bata Showroom,BANASHANKARI 2ND STAGE,OPPOSITE OF BATA SHOW ROOM","14"
"Bidrahalli,BIDRAHALLI,OPPOSITE OF SOCIETY","14"
"Blue field Garden","14"
"Bramha Devara Gudda","14"
"Brundavananagara Jinke Park,Chamarajpet,Rajiv Gandhi Sports Complex","14"
"Byregowdanahalli Cross,BYRE GOWDANAHALLI CROSS,BESIDE SRI GANGADHARESHWARA PROVISION STORE","14"
"CHIKKAHULLUR,CHIKKAHULLUR,IN FRONT OF MILK DAIRY","14"
"Challaghatta ,CHALLAGHATTA,OPPOSITE OF SRINIDHI SAGAR HOTEL","14"
"Chandranagara Cross","14"
"Chandranagara,CHANDRA NAGARA,IN FRONT OF OM SHAKTHI TEMPLE","14"
"Channakeshvanagar,CHANNAKESHAVA NAGARA, ELECTRONIC CITY POST,BESIDE CHANNAKESHAVA HIGH SCHOOL","14"
"Chikka Bellandur,CHIKKABELLANDURU VILLAGE, CARMELARAM POST,OPPOSITE OF ABHIRUCHI BAKERY","14"
"Chikkabegur","14"
"Chimmasandra","14"
"Chimmasandra Cross","14"
"Chinnaiahna Palya","14"
"Chokkanahalli Gate,CHOKKANAHALLI,IN FRONT OF SAGAR SAW MILL","14"
"Chokkasandra,HUSKURU POST, SARJAPURA HOBLI,BEHIND THIMMARAYA SWAMI TEMPLE","14"
"Chudasandra,HUSKURU POST,IN FRONT OF SRI ANJANEYA SWAMY TEMPLE","14"
"Contonment Railway Station,SHIVAJI NAGARA,BESIDE OPEN GROUND","14"
"D Group Employees Layout,Annapoorneshwari Nagara,Over Head Tank","14"
"Dattatreya Temple","14"
"Devaganahalli,IN FRONT OF GOVT. MILK DAIRY","14"
"Devanahalli,DEVANAHALLI,IN FRONT OF ARCH","14"
"Devashettyhalli,IN FRONT OF ASHWATHA KATTE","14"
"Dodda Jala ,DODDA JALA,IN FRONT OF BIG WATER TANK","14"
"Dodda Kannalli","14"
"Doddahulluru,DODDAHALLUR,IN FRONT OF OVER HEAD TANK","14"
"Domlur,DOMMALURU,IN FRONT OF ALADAMARA","14"
"GANDHIPURA","14"
"Gajendra Nagara,ANEPALYA ADUGODI POST,OPPOSITE OF SUNFORD JAPAN ELECTRONIC PRIVATE LIMITED","14"
"Ganapathi Halli","14"
"Gandhi Bhavan","14"
"Gandhi Bhavan,BANGALORE UNIVERSITY,OPPOSITE OF BANGALORE UNIVERSITY YOGA CENTER","14"
"Gangondanahalli Cross,LAKSHMIPURA CROSS,BESIDE OPEN AREA","14"
"Girigowdana Doddi Cross","14"
"HOSAPALYA GATE,HOSAPALYA GATE,IN FRONT OF PETTY SHOP","14"
"HUGARA PLAYA","14"
"Halagevaderahalli,HALAGE VADERAHALLI,IN FRONT OF ADI SHAKTHI MARAMMA TEMPLE","14"
"Hesaraghatta T B Cross,T.B.CROSS,BESIDE SRI MALE MAHADESHWARA CONCRETE BLOCK","14"
"Hongasandra mico layout ,BEGURU,OPPOSITE OF PRASIDDI BUILDING","14"
"Horamavu Agara,HORAMAVU AGARA,BESIDE TEMPLE","14"
"Hulimangala,HULIMANGALA POST & JIGANI HUBLI,BESIDE OPEN AREA & FIELD","14"
"Hurali Chikkana Halli,HURALI CHICKKANAHALLI,BESIDE SRI LAKSHMI VENKATESHWARA BAKERY","14"
"Ideal Homes Stop,RAJA RAJESHWARI NAGARA,IN FRONT OF DRUVA CREATIONS, MOBILE PLANTS","14"
"Ittamadu,ITTAMADU,OPPOSITE OF MILK DAIRY","14"
"Ittige Factory,AGRAHARA,IN FRONT OF L.K.RICE GRAIN MERCHANTS","14"
"JD Garden,SADAHALLI,IN FRONT OF JADE GARDEN","14"
"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL","14"
"Janthagondana Halli,OPPOSITE OF VIRABADRASWAMI TEMPLE","14"
"Jigala,ATTIBELE HOBLI,IN FRONT OF SRI NAGALINGESHWARA TEMPLE","14"
"Jn of 8th Main 14th Cross","14"
"Judicial Layout","14"
"K Channasandra,K.CHANNASANDRA,OPPOSITE OF ANNAPOORNESHWARI HOTEL","14"
"KACHOHALLI GATE","14"
"KANCHUGARANAHALLI","14"
"KEB,CHANDAPURA,OPPOSITE OF L.D.B.FUTURE SOLUTION PRIVATE LIMITED","14"
"Kamadhenu Kshethra","14"
"Kammasandra,KAMMASANDRA,BESIDE RESIDENTIAL AREA","14"
"Kannamangala Palya,KANNAMANGALA PALYA,OPPOSITE OF ANJANEYA TEMPLE","14"
"Kanva Gate,IN FRONT OF KANVA GARDEN CITY LAYOUT","14"
"Kempaiahanapalya,KEMPAIAHANA PALYA,BESIDE GOVT.HIGHER PRIMARY SCHOOL","14"
"Kempanahalli","14"
"Koothaganahalli","14"
"Kudlu ,KOODLU,OPPOSITE OF KOODLU DIGITAL STUDIO","14"
"Kudlu Panchayat office,KOODLU,OPPOSITE OF CORPORATION BANK","14"
"Kyasaraguppe","14"
"Lakshmipura MS Palya,LAKSHMIPURA,BESIDE ANGANAWADI KENDRA","14"
"MALLIMAKANAPURA","14"
"MUKTHINAGA TEMPLE CROSS,RAMOHALLI,OPPOSITE OF ROSE NURSERY","14"
"Madanayakanahalli,MADANAYAKANAHALLI,BESIDE SURYA MEDICAL STORES","14"
"Malagala Bus Stand,MALAGALA,OPPOSITE OF NOVELTY FURNISHINGS","14"
"Malleshwaram Railway Station,SUBRAMANYA NAGARA,OPPOSITE OF MALLESHWARAM RAILWAY STATION","14"
"Manchanayakanahalli,MANCHANAYAKANA HALLI,BESIDE OM SAI DIGITAL STUDIO","14"
"Manchappanahalli,MANCHAPANAHALLI,BESIDE OPEN AREA","14"
"Mangammana Palya,MANGAMMANA PALYA,OPPOSITE OF MUNIYAPPA COMPLEX","14"
"Manjushree Hospital,KAVALABYRASANDRA,IN FRONT OF GOVT PRIMARY SCHOOL","14"
"Mantanakurche Gate,MANCHANKHURKI CROSS,BESIDE YESHU CHICKEN CENTER","14"
"Marenahalli,MARENAHALLI, VIJAYANAGARA,IN FRONT OF MANJUNATHA PROVISION STORES","14"
"Muninagara,MUNI NAGARA,IN FRONT OF MARAMMA TEMPLE","14"
"Museum Kasturba Road,OPPOSITE OF UB TOWER","14"
"Muthugadahalli,MUTHAKADAHALLI,IN FRONT OF GOVT. MILK DIRY","14"
"Muthurayapura Cross,MUTURAYANAPURA,BESIDE OPEN AREA","14"
"Muttanallur,ANEKAL TALUK,OPPOSITE OF MILK DAIRY","14"
"Nallur,NALLURU,IN FRONT OF LAKSHMI VEKATESHWARA SWEETS","14"
"Narasipura","14"
"Narayana Nagara,NARAYANA NAGARA,IN FRONT OF B.D.A.PARK","14"
"Narayanapura,NARAYANAPURA,BESIDE LAKSHMI TEMPLE","14"
"Old Bus Stop BEML","14"
"PETROL BUNK,RAJA RAJESHWARI NAGARA,BESIDE INDIAN OIL PETROL BUNK","14"
"PILLAGUMBA","14"
"Patalamma Temple,BESIDE PATALAMMA TEMPLE","14"
"Periyar Nagar Circle,PILLANNA GARDEN 2ND STAGE,IN FRONT OF AL-BILAL BAKERY","14"
"Pooja Garden,VAISHNAVI LAYOUT,OPPOSITE OF BAKTHA AJANEYA TEMPLE","14"
"RAILWAY GATE SHAMPURA,H.B.R.LAYOUT 2ND  STAGE,OPPOSITE OF EXCELLENT RADIATORS WORK","14"
"RMV 2nd Stage,NAGASHETTYHALLI,BESIDE NAGASHREE VEG","14"
"Rachenahalli Hegde Nagar,RACHENAHALLI,OPPOSITE OF DAILY FRESH BAKERY","14"
"Rajani Farm","14"
"Rajarajeshwarinagara Gate,RAJA RAJESHWARI NAGARA,OPPOSITE OF GOPALAN MALL ARCADE","14"
"Rayara Doddi,RAYARA DODDI,BESIDE OPEN AREA","14"
"Reva College","14"
"SHANTHI NAGAR BUS STAND","14"
"Shaneshwara Temple,HOSAKERE HALLI KEREPALYA,OPPOSITE OF SHANESHWARA TEMPLE","14"
"Sharada Nagara","14"
"Shetty halli  cross,JALAHALLI,BESIDE STATE BANK ATM","14"
"Siddartha Badavane","14"
"Soladevana Halli ,SOLADEVANA HALLI,BESIDE POLICE STATION","14"
"Somalapura Cross,SOMALAPURA,BESIDE OPEN AREA","14"
"Somasundarapalya Cross","14"
"Somathanahalli Gate Budigere Road,SOMATANAHALLI,IN FRONT OF ANJANEYA TEMPLE","14"
"Sports Authority of India,SPORTS AUTHORITY OF INDIA,BESIDE SWIMMING POOL","14"
"Srigandha kaval","14"
"Srinivasapura Colony,SRINIVASAPURA,IN FRONT OF NANDHINI MILK PARLOUR","14"
"St Patric Church ","14"
"St Philomena School,SARJAPURA,OPPOSITE OF ST.PHILOMENA SCHOOL","14"
"Sun Shine School,KALKERE,IN FRONT OF SUNSHINE SCHOOL","14"
"Sunkadakatte Tent Road","14"
"TAYAPPANA DODDI","14"
"Temple,GUTTEPALYA,BESIDE ANJANEYA TEMPLE","14"
"Tharabana Halli Hesaraghatta,TARABANAHALLI,BESIDE PETTY SHOP","14"
"Thippasandra","14"
"Thirumalapura Gate,THIRUMALAPURA,BESIDE KISHORE STORES","14"
"Uganawadi,IN FRONT OF ANJANEYA TEMPLE","14"
"Upkar Badavane","14"
"Vahale Gate,BESIDE OPEN AREA","14"
"Vajara Halli,VAJARAHALLI,OPPOSITE OF ANJANEYA SWAMY TEMPLE","14"
"Vinayaka Talkies","14"
"Water Tank","14"
"Water Tank,BANASHANKARI 3RD STAGE,IN FRONT OF BALAJI PHARMACY","14"
"Amma Ashrama","16"
"Anandanagar","16"
"Anugondanahalli Cross,IN FRONT OF GOVT. HOSPITAL","16"
"Apco Factory,K.G.GOLLARA PALYA,OPPOSITE OF ORION PRECAST PVT.LTD.","16"
"Arehalli Cross,IN FRONT OF ALADAMARA","16"
"Avarehalli,AVERAHALLI,BESIDE SRI ANJANEYA SWAMY TEMPLE","16"
"Bairavana doddy","16"
"Bande Kodigehalli,BANDE KODIGEHALLI,BESIDE OPEN AREA","16"
"Bangalore University Administrative Block,Bangalore Univesity ,Near Netaji Vana Bangalore University","16"
"Beguru ,IN FRONT OF LAKSHMI NARASIMHA TEMPLE","16"
"Bellandru ,BELLANDUR,IN FRONT OF GOVT MIDDLE SCHOOL & SHRI MALIGAMBA TEMPLE","16"
"Bhodana Hosahalli,IN FRONT OF GOVT. MILK DAIRY","16"
"Binnamangala Nelamangala","16"
"Boganahalli","16"
"Byramangala,BYRAMANGALA,BESIDE SRI VENKATESWARA BAKERY AND SWEETS","16"
"Byrasandra,BYRASANDRA,IN FRONT OF DOOR NO 16","16"
"Byraveshwara Nagara,BESIDE HAPPY HAIR SALOON","16"
"Chikkanahalli,IN FRONT OF BYRAVESHWARA TEMPLE","16"
"Chinkurchi,CHINNAKURCHI,OPPOSITE OF BASAVESHWARA SWAMI TEMPLE","16"
"Chowdeshwari,SRIRAMPURA,IN FRONT OF DHANALAKSHMI ENGINERING WORKS","16"
"Coco cola","16"
"Dasarahalli,LALBAGH DASARAHALLI,IN FRONT OF MILK DAIRY","16"
"Depot-36","16"
"Devanagundi Cross","16"
"Devanahalli Govt Hospital,DEVANAHALLI,IN FRONT OF GOVERNMENT GENERAL HOSPITAL","16"
"Dibbur Cross,DIBBUR GATE,BESIDE PETTY SHOP","16"
"Dinnur,DINNURU,BESIDE MILK DAIRY","16"
"Doddabidarakallu,DODDABIDRA KALLU,BESIDE S.V.DIGITAL STUDIO","16"
"Domlur TTMC Bus Stand","16"
"Dunnasandra Cross,OPPOSITE OF SHRUNGA VIDYALAYA","16"
"Eerannapalya Sunkadakatte","16"
"Elgin Floor Mill,LANGFORD TOWN SHANTHI NAGARA,BESIDE CROPS OF MILITARY SCHOOL","16"
"Gopalan Mall","16"
"Gublala","16"
"Gulaka Malai,O.B.CHUDAHALLI,IN FRONT OF AYURVEDIC RAVISHANKAR GURUJI HOSPITAL","16"
"Gullahatti Kaval,MUKKODLU,IN FRONT OF GOVERNMENT HIGHER PRIMARY SCHOOL","16"
"HUNASOORU,OPPOSITE OF ANJANEYA TEMPLE","16"
"Halanayakanahalli,HALANAYAKANAHALLI, VARTHURU HOBLI,OPPOSITE OF SRI KODANDA RAMA TEMPLE & ASHWATHA KATTE","16"
"Halasahalli ,HALSAHALLI,IN FRONT OF SUGALAMMA TEMPLE","16"
"Halasahalli Gate,HALSAHALLI,OPPOSITE OF ANJANEYA TEMPLE","16"
"Hasigala,HASIGALA,BESIDE ANJANEYA TEMPLE","16"
"Hejjala,HEJJALA,OPPOSITE OF CANARA BANK","16"
"Hennagara Gate,BOMMASANDRA,OPPOSITE OF S.N.DURAI AUTO GARAGE","16"
"Hesaraghatta Indo Danish Farm,HASARAGHATTA,BESIDE ANJANEYA TEMPLE","16"
"Hosa Palya,HOSAPALYA,OPPOSITE OF SAI RAM ENTERPRISES","16"
"ISRO Quarters","16"
"Indira Priyadarshini Nagara","16"
"Ittige Factory Yalahanka,BELAHALLI,BESIDE SAPTHAGIRI MEDICALS AND GENERAL STORES","16"
"Jannasandra,JUNNASANDRA VILLAGE,IN FRONT OF GOVT JUNIOR PRIMARY SCHOOL","16"
"Jn Of Ring Road,ILYAS NAGARA,BESIDE R.R.DIAGNOSTIC CENTER","16"
"Jn of Soukya Hospital,OPPOSITE OF POLICE STATION","16"
"Jnana Jyothi Nagara 2nd Phase","16"
"KHB Colony ,BIDADI,IN FRONT OF SIMRAN PUBLIC SCHOOL","16"
"KMF,HESARAGHATTA LAKE,BESIDE OPEN AREA","16"
"Kadirenahalli Village,KADIRENAHALLI,BESIDE RESIDENTIAL AREA","16"
"Kaggalipura Colony,KAGLIPURA,IN FRONT OF DOOR NO C-63","16"
"Kamadenu Kshetra","16"
"Karekal Palya,BESIDE OPEN AREA","16"
"Karnataka Housing Complex,KORAMANGALA,JUDICIAL BLOCK","16"
"Kebbala,SUNKADA KATTE,IN FRONT OF RENUKA BAR & RESTAURANT","16"
"Kempathimmanahalli,OPPOSITE OF MUTARAYA SWAMI TEMPLE","16"
"Kenchanapura,KENCHANAPURA,IN FRONT OF LAKSHMI PROVISION STORE","16"
"Kenchanayakana doddi,KANCHAGAYANADODDI,IN FRONT OF MAHADESHWARA TEMPLE","16"
"Kirloskar Badavane,KIRLOSKAR LAYOUT,BESIDE OPEN AREA","16"
"Kittanahalli,KITTANAHALLI,BESIDE PLAYGROUND","16"
"Kodanandarama Nagara,HALANAYAKANAHALLI,IN FRONT OF PROVISION STORE","16"
"Kogilu Kannuru Road","16"
"Koli Farm Gate Bannerghatta Road,KALKERE,OPPOSITE OF FOREST OFFICE,BNP","16"
"Koluvarayanahalli,OPPOSITE OF ASHWATHA KATTE","16"
"Kurubarapalya Cross,CHANDRAPPA CIRCLE,IN FRONT OF WATER TANK","16"
"Lakkayyanapalya,LAKKAYYANAPALYA,IN FRONT OF GOVERNMENT PRIMARY SCHOOL","16"
"Lakshmipura,LAKSHMIPURA,IN FRONT OF RESIDENTIAL AREA","16"
"Lalbhagh Main Gate,DODDAMAVALLI,BESIDE SATYAMMA DEVI TEMPLE","16"
"MALUR CROSS","16"
"MARUTHI NAGARA,BOMMASANDRA INDUSTRIAL AREA,IN FRONT OF SUNSHINE INDUSTRIES","16"
"MES Road BEL Circle,JALAHALLI,BESIDE OPEN AREA","16"
"Maddappanahalli","16"
"Mallathahalli","16"
"Malleshwaram Railway Gate","16"
"Maranna Layout,BESIDE MARUTHI FIBERS","16"
"Marasandra Bagalur,MARASANDRA,BESIDE PETTY SHOP","16"
"Marenahalli,MARENAHALLI,IN FRONT OF GOVERNMENT SCHOOL","16"
"Marision Factory,MORRISON,BESIDE OPEN AREA","16"
"Maruthi Nagara Kannur Road,YELAHANKA,BESIDE S.N.BAKERY AND SWEETS","16"
"Medanahalli","16"
"Minarva Circle,V.V.PURAM,BESIDE CORPORATION COMPLEX","16"
"Muninagara,IN FRONT OF GOVERNMENT HIGHER PRIMARY SCHOOL","16"
"Muthkur Cross Hesaraghatta,MUTHKURU CROSS,BESIDE OPEN AREA","16"
"NGEF layout Nagarabhavi,N.G.E.F.LAYOUT,IN FRONT OF PAGE 3BAR & RESTAURANT","16"
"Naduvatti,NADAVATHI,OPPOSITE OF ANJANEYA TEMPLE","16"
"Naganayakana Kote Cross,BESIDE YELLAMMA TEMPLE","16"
"Nallakkanadoddi","16"
"Nallakkanadoddi cross,GULAKAMALE,BESIDE CADABAM'S","16"
"Nallurahalli,WHITEFIELD,BESIDE ASHWATHA KATTE(LEFT SIDE)","16"
"Nandini Layout Quarters","16"
"Narayanappa Shettipalya 18th Cross","16"
"National Law College,JNANA BHARATHI,IN FRONT OF AUTOMIC MINERAL RESEARCH OFFICE","16"
"Panathuru Dinne,PANATHURU,AT RESIDENTIAL AREA","16"
"Pattandur Agrahara Gate,WHITEFIELD,IN FRONT OF I.T.P.L. PARK","16"
"Prashanthanagar,PRASHANTHA NAGARA,OPPOSITE OF A.S.C.DEGREE COLLEGE","16"
"Ramachandrpura,SRIRAMPURA,IN FRONT OF EASTERN MEDICAL STORE","16"
"Ramasandra Cross,KOMMAGATTA,BESIDE OPEN AREA","16"
"Rampura,RAMPURA,IN FRONT OF ANGANAVADI KENDRA","16"
"Ravuthanahalli,RAVUTHANAHALLI,BESIDE LAKSHMIDEVI TEMPLE","16"
"SARKAR GUTTAHALLI,BESIDE JOTHI SCHOOL","16"
"Sakammana Badavane,NANDINI LAYOUT,OPPOSITE OF SRI PARVATHANJANEYA TEMPLE","16"
"Sammenahalli,SARJAPURA, HOBLI,OPPOSITE OF MILK PRODUCT CO-OPERATIVE SOCIETY","16"
"School,UDIPALYA,IN FRONT OF SARASWATHI PROVISION STORES","16"
"Seetakepanahalli Gate,SEETHAKEMPANAHALLI GATE,BESIDE ANJANEYA SWAMY TEMPLE","16"
"Shanthi Nagara,BESIDE OPEN AREA","16"
"Shettigere Chikkajala,SHETTIGERE,OPPOSITE OF NARAYANAPPA TRADERS","16"
"Shoolay Circle","16"
"Siddana Hosahalli,SIDDANNAHOSAHALLI,BESIDE ASHWATHA KHATTE","16"
"Sonnallipura","16"
"Sonnenahalli Hospital,IN FRONT OF GOVERNMENT HOSPITAL","16"
"Sonnenahalli Hospital,SONNENAHALLI,BESIDE GOVT. HOSPITAL","16"
"Sreerampura Dasarahalli Bellary Road,DASARAHALLI,BESIDE ANNAPORNA TEMPLE","16"
"Sri Shaneshwara Swamy Temple,BESIDE KAVITHA ELECTRICALS & ENGINEERING WORKS","16"
"Srinivas Nagara,SRINIVASANAGARA,BESIDE MANNAPURAM GOLD LOAN, NAKSHATHRA BAR & RESTAURANT","16"
"Srinivasapura,KOGILU,BESIDE OPEN AREA","16"
"TATA Advance,Beside Open Area","16"
"TGHalli","16"
"TR Mill,CHAMARAJA PETE,IN FRONT OF DEVI DARSHINI HOTEL","16"
"Telecom Layout,TELECOM LAYOUT,BESIDE PARK","16"
"Thimmegowdana Palya","16"
"Thippenahalli,TIPPENAHALLI,BESIDE GOVT. HOSPITAL","16"
"Thirumalashettyhalli Cross,IN FRONT OF MAYURI BAKERY & SWEETS","16"
"Thittahalli,THITAHALLI,OPPOSITE OF OVER HEAD TANK","16"
"Uddandalli ,UDDANDAHALLI,OPPOSITE OF FLAG MAST","16"
"Uddi Chikkanahalli Gate","16"
"V Kallahalli Sarjapura Road,VALAGERE KALLAHALLI,BESIDE MANJUNATHA PROVISION STORE, WATER TANK, RESIDENTIAL AREA","16"
"VRL Godwon Jakkur,YELAHANKA,OPPOSITE OF V.R.L.GODOWN","16"
"Vagdevi School,IN FRONT OF VAGDEVI SCHOOL","16"
"Vasudevapura","16"
"Venugopal Nagara,VENUGOPALA NAGARA,BESIDE MONISHA PROVISION STORES","16"
"Vinayakanagar","16"
"YK Hospital","16"
"Yentaganahalli,YANTAGANAHALLI,BESIDE ASHA KIRAN AYURVEDIC HOSPITAL","16"
"karibiranahosahalli Gate,KARIBERANA HOSAHALLI,OPPOSITE OF ANJANEYA TEMPLE","16"
"karibiranahosahalli,KARIBERANA HOSAHALLI,IN FRONT OF GOVT.PRIMARY SCHOOL","16"
"koluru,KOLURU,IN FRONT OF BASAVANNA TEMPLE","16"
"patteghar circle,PATTEGARAPALYA,IN FRONT OF S.H.K.KALYANA MANTAPA","16"
"A Narayanapura,DOORAVANI NAGARA,BESIDE SHREE VINAYAKA DHARSHINI","18"
"Achappa Layout","18"
"Adakamaranahalli,ADAKAMARANAHALLI,BESIDE FRIENDS MOBILES","18"
"Agrahara Yalahanka,AGRAHARA,IN FRONT OF VENUGOPALA SWAMI TEMPLE","18"
"Aladamara Chikkanahalli Cross","18"
"Amarjyothi Nagara","18"
"Anjanapura","18"
"Ashraya Nagara","18"
"Ashwatanagara Bhupasandra,ASHWATHA NAGARA,BESIDE EYE GLOW OPTICIANS","18"
"Avalahalli,J.P.NAGARA 9TH PHASE, AVALAHALLI,IN FRONT OF ANU'S BAKERY","18"
"BEST CLUB GROUND,B.E.M.L. LAYOUT  5TH STAGE,IN FRONT OF OASIS SUPER BAZAAR","18"
"Bananduru,BANANDURU,IN FRONT OF HUCHAMMA TEMPLE","18"
"Bandenallasandra,JIGANI HUBLI,OPPOSITE OF GOVERNMENT JUNIOR PRIMARY SCHOOL","18"
"Bannikuppe,BANNIKUPPE,IN FRONT OF BASAVANNA TEMPLE","18"
"Bettenahalli ,BETTAHALLI,BESIDE ANJANEYA TEMPLE","18"
"Bhashyam Circle","18"
"Bhavani Nagara 2nd Stage","18"
"Biana Palya","18"
"Bommenahalli,BOMMANAHALLI,IN FRONT OF A.P.S. DEPARTMENTAL STORES","18"
"Bukkasagara","18"
"Bylanjaneya Temple,RAILWAY GOLLAHALLI,IN FRONT OF BYLANJANEYA TEMPLE","18"
"Central Jail,PARAPPANA AGRAHARA,IN FRONT OF CENTRAL JAIL","18"
"Channegowdana Doddi,CHANNE GOWDANA DODDI,BESIDE GOVERNMENT PRIMARY SCHOOL","18"
"Chokkanahalli,CHOKKANAHALLI,IN FRONT OF TEMPLE","18"
"Davis Road,RICHARDS TOWN,OPPOSITE OF REGENCY SPLENDOUR","18"
"Doddamarana Halli,IN FRONT OF MARAMMA TEMPLE","18"
"GKVK Library","18"
"Gangawara,GANGAVARA,BESIDE GOVT PRIMARY SCHOOL","18"
"Gaviyana Palya,HOSAPALYA COLONY,IN FRONT OF GAVIYANAPALYA MILK DAIRY","18"
"Gollhalli,Open Area","18"
"Gopasandra","18"
"Goripalya Cross,HALEGUDDADAHALLI,OPPOSITE OF EIDGA GROUND","18"
"Gottigere,GOTTIGERE,IN FRONT OF J.R.ENTERPRISES","18"
"Guddada Halli Mysore Road,TIMBER YARD LAYOUT,IN FRONT OF PARAS PLY WOOD","18"
"Hunasamaranahalli","18"
"ITI Layout","18"
"Ichanguru,ANEKAL TALUK,NEAR GOVERNMENT PRIMARY SCHOOL","18"
"Immdahalli","18"
"Indlawadi","18"
"Itagalapura Cross,ITKALPURA GATE,BESIDE MARAMMA TEMPLE","18"
"Jyothipura Gate,JYOTHI PURA,OPPOSITE OF ANJANEYA TEMPLE","18"
"Jyothipura,JYOTHI PURA,OPPOSITE OF MILK DAIRY","18"
"KAVERI NAGARA,Kamala Nagara,Near Market","18"
"KR Circle,Post Office Road","18"
"Kabhir Ashrama","18"
"Kaggalipura Colony,KAGLIPURA,OPPOSITE OF S.L.N.FOOT WEAR","18"
"Kaggalipura,KAGLIPURA,IN FRONT OF GANESHA TEMPLE","18"
"Kakolu,KAKOLU GATE,BESIDE OPEN AREA","18"
"Kalleshwari","18"
"Kanasawadi Mudhure Temple,KANASAVADI,IN FRONT OF SHANIMAHATMA TEMPLE","18"
"Kannamangala Gate,KANNAMANGALA,IN FRONT OF MANJUNATHA PROVISION STORE","18"
"Kannamangala,KANNAMANGALA,IN FRONT OF GOVT HIGH SCHOOL","18"
"Karekallu Cross,YANTAGANAHALLI,IN FRONT OF TOLL PLAZA","18"
"Kembhathahalli,KEMBATAHALLI,OPPOSITE OF MAHAGANAPATHI TEMPLE","18"
"Kempapura,KEMPAPURA, YEMALURU POST,IN FRONT OF SOMESHWARA SWAMI TEMPLE","18"
"Kere,IN FRONT OF PUTTENAHALLI LAKE","18"
"Kodigehalli Cross,SHANTHI NAGARA,OPPOSITE OF HOODI RAILWAY CROSING","18"
"Koli Farm Hegade Nagara Road,R.M.H.NAGARA,IN FRONT OF OF C.R.P.QUARTERS","18"
"Koturu,BESIDE MILK DAIRY","18"
"Krishnaiahnapalya/S.Nagara","18"
"Krishnananda Nagara Mahalakshmi Nagara,J.B.KAVAL, KRISHNANANDA NAGARA, NANDINI LAYOUT,IN FRONT OF LOURDS HIGH SCHOOL","18"
"Kudu Siddanapalya,IN FRONT OF GOVERNMENT PRIMARY SCHOOL","18"
